target,context
咨询,单位经办人通过北京市社会保险网上服务平台如何办理单位住房公积金登记、开户和缴存？
咨询,单位经办人通过“北京市企业开办e窗通服务平台”如何办理单位住房公积金登记、开户和缴存？
咨询,职工住房公积金月缴存基数如何确定？计算职工住房公积金月缴存基数时，工资总额如何确定？
咨询,住房公积金年度是指什么？
咨询,住房公积金缴存比例如何确定？
咨询,如何计算职工住房公积金月缴存额？
咨询,住房公积金的月缴存上限是多少？是否可以超上限缴存住房公积金？
咨询,职工工资扣除住房公积金后低于当年月最低工资或当年月基本生活费时，如何计算住房公积金月缴存额？
咨询,什么是跨年清册核定？单位应在什么时候办理跨年清册核定？单位必须办理跨年清册核定吗？
咨询,企业如何申请降低缴存比例或缓缴住房公积金？
咨询,缴存单位是否可以到任意管理部或受托银行代办点办理住房公积金的缴存和提取等事项？
咨询,住房公积金委托收款缴款失败，单位应如何处理？
咨询,单位不为职工缴存或少缴住房公积金的，职工如何投诉？
咨询,如何登录住房公积金网上业务系统？
咨询,通过住房公积金网上业务系统每月可以多次增加或减少缴存人员吗？
咨询,采用委托收款方式缴存的单位，能否一次托收多个月份的住房公积金？
咨询,忘记通过住房公积金网上业务系统办理人员增加或减少，并已经汇缴了当月的住房公积金，应如何处理？
咨询,通过住房公积金网上业务系统已经确认申报了当月的汇缴清册，发现有错误如何处理？
咨询,通过住房公积金网上业务系统如何为职工补缴住房公积金？
咨询,通过住房公积金网上业务系统如何办理跨年清册核定？
咨询,通过住房公积金网上业务系统如何办理住房公积金委托收款？
咨询,通过住房公积金网上业务系统如何查询委托收款编号？
咨询,采用委托收款缴存住房公积金的单位，每月是否需要在住房公积金网上业务系统中确认申报？
咨询,通过住房公积金网上业务系统办理业务时，系统提示需“补录相关信息”或“补录职工户籍信息”，应如何处理？
咨询,通过住房公积金网上业务系统办理人员变更时，能否在某月减少某一职工后，下月又增加同一职工并调整该职工的缴存基数？
咨询,单位如何申请、取消归集代办资质？
咨询,哪些情况可以提取住房公积金？是否可以通过网上申请？
咨询,提取住房公积金是否必须单位办理，个人可以办理住房公积金提取业务吗？
咨询,购买北京市行政区域内新建商品住房（一手房）、自住型商品住房和共有产权住房、存量商品住房（二手房）如何提取住房公积金？
咨询,购买北京市行政区域内经济适用住房、限价商品住房（两限房）如何提取住房公积金？
咨询,购买北京市行政区域内公有住房（房改房）、集资合作建房如何提取住房公积金？
咨询,购买北京市行政区域内危改、拆迁、征收回迁房如何提取住房公积金？
咨询,购房时已办理了北京住房公积金贷款（含与商业银行的组合贷款）如何提取住房公积金？
咨询,购买北京市行政区域外住房是否可以申请提取？如何提取？
咨询,使用商业银行贷款及使用异地住房公积金贷款购买北京市行政区域外住房是否可以申请提取？如何提取？
咨询,家庭购房应由哪一方先行办理提取住房公积金手续？如购房人一方已办理提取，其配偶如何办理提取？
咨询,租住公租房如何提取住房公积金？
咨询,无租房合同及发票如何提取住房公积金？
咨询,有租房合同及发票如何提取住房公积金？
咨询,父母租、购房，子女是否可以申请提取本人的住房公积金？
咨询,大修、翻建、自建北京市行政区域内自住住房如何提取住房公积金？
咨询,购买什么性质房屋可以提取住房公积金支付首付？
咨询,同一套住房已办理过购房提取的，未到提取限额如何再次办理住房公积金提取？
咨询,用于住房公积金提取的房屋已完成网签后退房的，如何处理？
咨询,购买多套房屋，第一套房的提取额度用完了，如何继续提取住房公积金？
咨询,已办理了租房提取，又购买了住房，是否能办理购房提取？
咨询,办理购房提取住房公积金，夫妻双方提取额度如何划分？
咨询,退休后如何销户提取住房公积金？
咨询,因继承如何提取被继承人的住房公积金？
咨询,出境定居如何提取住房公积金？
咨询,外籍、港澳台在京工作人员离职如何提取住房公积金？
咨询,完全丧失劳动能力与单位解除劳动关系如何提取住房公积金？
咨询,被判处死刑、判处无期徒刑或刑满达到国家法定退休年龄如何提取住房公积金？
咨询,非本市户籍人员离职后是否可以办理住房公积金销户提取？
咨询,患大病是否可以办理住房公积金提取？
咨询,经法院判决离婚的住房公积金如何分割？
咨询,协议离婚的住房公积金如何分割？
咨询,提取住房公积金是否必须要使用住房公积金联名卡？
咨询,如何办理约定提取？
咨询,约定提取住房公积金未到账是什么原因，如何处理？
咨询,为何约定提取到账金额与上次约定提取到账金额不一样？
咨询,什么情况下，提取申请人可委托他人办理公积金提取业务？
咨询,办理住房公积金提取业务时，发现购房、租房等材料有疑似问题应如何处理？
咨询,提取住房公积金申请表在哪下载或领取？
咨询,什么情况下可申请住房公积金个人信息变更，如何办理？
咨询,离婚后，如何在住房公积金系统中解除双方的配偶关系关联？
咨询,如何办理住房公积金约定提取的变更？
咨询,已办理过购房提取，需要变更房屋信息，如何办理？
咨询,已开通网上业务的单位，哪些单位信息可通过住房公积金网上业务系统进行变更？
咨询,为什么单位已经开通了网上业务，却不能通过住房公积金网上业务系统办理单位信息变更和经办人变更？
咨询,如何办理单位名称变更？
咨询,如何办理单位法定代表人变更？
咨询,增加单位经办人可以通过住房公积金网上业务系统进行操作吗？
咨询,单位经办人已离职能通过网上业务系统进行变更吗？
咨询,如何变更单位地址、联系电话、单位性质、单位电子信箱、单位设立日期、单位所属行业、单位隶属关系、单位经济类型等信息？
咨询,如何变更住房公积金委托收款信息？
咨询,通过住房公积金网上业务系统如何变更委托收款日？
咨询,如何办理职工住房公积金账户转出？
咨询,如何办理职工住房公积金账户转入？
咨询,如何办理单位住房公积金账户集体转移？
咨询,缴存人如何查询个人住房公积金缴存、提取情况？
咨询,注册用户与普通用户的区别是什么？
咨询,普通用户如何升级为注册用户？
咨询,如何通过北京住房公积金网查询个人住房公积金缴存、提取情况？
咨询,通过个人网上业务平台查询住房公积金，提示“账户不存在”是什么原因？
咨询,通过个人网上业务平台登录时，“普通用户”忘记密码如何处理？
咨询,通过个人网上业务平台登录时，“注册用户”忘记“公积金登录密码”、“交易密码”如何处理？
咨询,如何通过“北京公积金”APP查询个人住房公积金缴存、提取情况？
咨询,如何通过北京公积金微信公众号查询个人住房公积金缴存、提取情况？
咨询,如何通过12329住房公积金热线查询个人住房公积金缴存、提取情况？
咨询,如何通过支付宝APP查询个人住房公积金缴存、提取情况？
咨询,如何通过联名卡发卡行自助查询设备查询个人住房公积金缴存、提取情况？
咨询,如何通过住房公积金业务网点查询个人住房公积金缴存、提取情况？
咨询,什么是个人住房公积金账号？
咨询,对所查询住房公积金信息有疑问怎么办？
咨询,如何打印住房公积金个人查询单（即住房公积金缴存证明）？是否可以委托他人代办？
咨询,如何开具单位缴存住房公积金证明？
咨询,缴存人工作发生变动，如何确认是在国管分中心还是在北京市建立的住房公积金？
咨询,住房公积金哪些事项可以由缴存人个人办理？
咨询,如何通过北京住房公积金网查询住房公积金个人住房贷款信息？
咨询,如何通过12329住房公积金热线查询住房公积金个人住房贷款信息？
咨询,如何通过“北京公积金”APP查询住房公积金个人住房贷款信息？
咨询,如何通过“北京公积金”微信公众号查询住房公积金个人住房贷款信息？
咨询,如何查询住房公积金个人住房贷款办理进度？
咨询,如何查询住房公积金个人住房贷款电话委托系统账号？忘记密码如何进行重置？
咨询,在异地贷款，如何开具《异地贷款职工住房公积金缴存使用证明》？
咨询,如何查询办事机构地址和联系方式？
咨询,什么是住房公积金联名卡？
咨询,如何办理住房公积金联名卡？
咨询,"缴存人有多个住房公积金账户,现在无法办理住房公积金联名卡，该如何处理？"
咨询,住房公积金联名卡需要激活吗？
咨询,住房公积金联名卡丢失后，如何申领新卡并变更卡号？
咨询,住房公积金联名卡的初始查询密码是什么？如何进行密码重置？
咨询,持有住房公积金联名卡，为什么有时无法在网站查询个人信息？
咨询,工作发生变动，调入北京市市属单位工作，原国管分中心办理的住房公积金联名卡是否还能再继续使用？
咨询,住房公积金账户销户后，以前办理的住房公积金联名卡还可以继续使用吗？
咨询,具备何种条件可以申请住房公积金个人住房贷款？
咨询,申请人住房和贷款情况及适用政策
咨询,什么情况不能申请住房公积金个人住房贷款？
咨询,原来在异地缴存住房公积金，现在到北京来工作，申请住房公积金个人住房贷款计算缴存时间时，是否可以包含异地的缴存时间？
咨询,住房公积金个人住房贷款未还清能否再次申请住房公积金个人住房贷款？
咨询,住房公积金个人住房贷款审核时，夫妻中的一方不符合条件，是否影响贷款？
咨询,在北京缴存住房公积金，在京外购房，是否可以在北京申请住房公积金个人住房贷款？应该如何办理？
咨询,有一套住房，想再买一套，是否可以办理住房公积金个人住房贷款？
咨询,已经办理了商业贷款，是否可以转成住房公积金个人住房贷款？
咨询,购买新建住房如何申请住房公积金个人住房贷款？
咨询,购买二手房如何申请住房公积金个人住房贷款？
咨询,申请住房公积金个人住房贷款可以自由选择经办网点吗？
咨询,住房公积金个人住房贷款利率是多少？如遇国家调整利率，住房公积金个人住房贷款利率如何调整？
咨询,住房公积金个人住房贷款期限是多少？
咨询,住房公积金个人住房贷款的最低首付比例是多少？
咨询,住房公积金个人住房贷款的最高可贷款额度是多少？
咨询,在具体确定借款申请人贷款额度时需要考虑的因素有哪些？
咨询,如何认定首套房和二套房？
咨询,住房公积金个人住房贷款担保方式有哪些？
咨询,如何办理房屋评估手续？
咨询,住房公积金个人住房贷款需要向管理中心支付哪些费用？
咨询,借款申请人身份证、户口本、结婚证中的个人信息不一致，申请住房公积金个人住房贷款是否受影响，应如何处理？
咨询,什么是组合贷款？
咨询,如何办理组合贷款？
咨询,采用自由还款方式的借款人如何调整月还款额？
咨询,如何变更还款账户？
咨询,在还款的过程中，借款合同约定的等额本息、等额本金、自由还款等还款方式能否变更？
咨询,在还款的过程中，如遇贷款利率调整，如何了解新的月还款额？
咨询,采用自由还款方式还款逾期了，如何在下一还款日偿还？
咨询,采用自由还款方式还款逾期了，如何在非还款日偿还？
咨询,2005年1月1日之前发放（非自由还款方式）的住房公积金个人住房贷款逾期了，如何偿还？
咨询,住房公积金个人住房贷款逾期罚息如何计算？
咨询,采用自由还款方式还款如何办理提前全部还清？
咨询,2005年1月1日之前发放（非自由还款方式）的住房公积金个人住房贷款，如何办理提前全部还清？
咨询,如何解除抵押登记？如何领取产权证？
咨询,因离婚需变更借款人，如何办理？
咨询,借款人为夫妻双方，到柜台办理调整月还款额、偿还逾期、提前全部还清贷款等业务时必须一起去吗？
咨询,还款扣划金额与约定还款金额不符，是什么原因造成的？对个人是否有影响？
咨询,采用自由还款方式的借款人提前还款后，最低还款额是否会降低？后期利息是否会减少？
咨询,住房公积金个人住房贷款逾期记录是否会影响个人信用？
咨询,住房公积金个人住房贷款发放后需注意哪些事项？
咨询,如何办理房改售房款交存？
咨询,房改售房款的支取用途有哪些？
咨询,房改售房款支取使用由哪个部门审核？
咨询,房改部门批准使用后，售房单位如何办理房改售房款支取？
咨询,如何登录房改售房款和房改房维修资金网上业务系统？
咨询,如何开通房改售房款和房改房维修资金网上业务系统使用权限？
咨询,人们通常谈论的商维资金、公维资金、维修资金等概念，与住宅专项维修资金有什么关系？
咨询,房改房维修资金由谁交存？归谁所有？
咨询,房改房维修资金如何设账管理？
咨询,公有住房出售后，购房人和售房单位交存的房改房维修资金如何计算？现行交存标准是多少？
咨询,公有住房出售后，购房人和售房单位如何交存房改房维修资金？
咨询,哪些情况可申请使用住宅专项维修资金？
咨询,哪些情况可应急使用住宅专项维修资金？
咨询,应急使用和非应急使用住宅专项维修资金的主要区别有哪些？
咨询,需使用房改房维修资金时，由谁发起？向谁申请？
咨询,房改部门批准使用后，售房单位如何办理房改房维修资金支取手续？
咨询,如何办理房改售房单位信息变更？
咨询,售房单位和购房人（业主）如何查询其名下的房改房维修资金交存支取情况？
咨询,相关单位如何登录商品住宅专项维修资金网上业务系统？
咨询,如何申请办理商品住宅专项维修资金网上业务认证用户密钥？
咨询,开发企业、物业服务企业、商品住宅专项维修资金未划转的业主大会（业主委员会）所持有的在2018年4月23日前领用的原商品住宅专项维修资金网上业务系统认证用户密钥是否可以继续使用？有何使用条件？
咨询,在网上业务经办人信息确认后，2018年4月23日前领用的原商品住宅专项维修资金网上业务系统认证用户密钥仍然无法正常登录或者所登录页面出现异常，如何处理？
咨询,系统升级后，原“小区管理处”用户角色及其在商品住宅专项维修资金网上业务系统中认证用户密钥是否发生改变？
咨询,某单位将一套房改房（公有住房）出售给张先生，之后，张先生又将这套房改房上市卖给了李先生。现在李先生购买的这套房屋发生屋面漏水，如何申请住宅专项维修资金进行维修？
咨询,哪些情况可以支取住房补贴？
咨询,如何办理住房补贴退休销户支取？
咨询,交存人既有住房公积金又有住房补贴，因同一住房支出已提取住房公积金的，如何办理住房补贴支取？
咨询,交存人因同一住房支出已支取住房补贴但未到支取限额的，如何再次办理住房补贴支取？
咨询,交存单位或交存人如何查询住房补贴交存支取情况？
咨询,如何登录住房补贴个人网上业务系统？
咨询,如何开通住房补贴个人网上业务系统使用权限？
咨询,落户上学与商品房一致，共有产权房你能申请吗？
咨询,购租并举下，北京租房能落户和上学吗？
咨询,北京买房，你真的是首套吗？首套二套有啥区别？
咨询,2018年北京住宅限购政策是什么？
咨询,产品回归验证
咨询,北京公租房申请条件是怎么？怎么配租？
咨询,北京积分落户初核结果可查，有异议可申请复核！
咨询,买共有产权住房，能贷多少钱？
咨询,共有产权房如何上市出售？
咨询,购房资质审核时限缩短为1个工作日
咨询,北京积分落户操作管理细则发布 4月16日接受申报
咨询,未来房地产税如何征收？按房屋评估值
咨询,共有产权房的个人份额怎么定？
咨询,“限房价、竞地价”看着眼熟，到底是啥意思？
咨询,共有产权房和普通商品房啥区别？你适合申请吗？
咨询,结婚？继承？贷款？ 关于共有产权房的N个问题
咨询,贷款买房，银行的贷款利率和基准利率有啥关系？
咨询,非京籍买房，社保断了还能补缴吗？
咨询,政策变动导致合同解约，责任谁承担？
咨询,如何申请老楼加电梯？费用怎么出？
咨询,居住证到期了怎么办？微信就能办理签注啦
咨询,买房后，户口怎么办理市内迁移？
咨询,你的城市房租收入比是多少？
咨询,北京老人能投靠子女落户吗？怎么办理？
咨询,北京能办理夫妻投靠落户吗？怎么办理？
咨询,2017年环京限购政策一览
咨询,买商铺需要什么资格，要注意什么？
